"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 31, 1996","354.25","356.00","356.75","350.25","11.70K","-0.98%"
"Jul 30, 1996","357.75","361.75","371.25","356.50","13.59K","-0.42%"
"Jul 29, 1996","359.25","350.00","360.00","348.50","10.55K","2.64%"
"Jul 26, 1996","350.00","351.50","355.50","347.25","12.48K","-0.28%"
"Jul 25, 1996","351.00","357.00","357.25","348.25","21.92K","-1.96%"
"Jul 24, 1996","358.00","361.50","365.75","357.50","13.69K","-0.97%"
"Jul 23, 1996","361.50","356.00","366.00","356.00","17.35K","-24.13%"
"Jul 22, 1996","476.50","485.00","493.00","468.00","3.88K","-3.64%"
"Jul 19, 1996","494.50","479.25","495.00","475.00","1.59K","3.56%"
"Jul 18, 1996","477.50","477.00","481.00","473.00","1.60K","-2.35%"
"Jul 17, 1996","489.00","500.00","500.00","478.00","2.21K","-2.54%"
"Jul 16, 1996","501.75","535.00","535.50","500.00","3.08K","-5.69%"
"Jul 15, 1996","532.00","539.00","542.00","529.00","2.78K","-2.92%"
"Jul 12, 1996","548.00","539.00","554.50","539.00","2.95K","1.67%"
"Jul 11, 1996","539.00","531.00","546.00","531.00","3.45K","1.51%"
"Jul 10, 1996","531.00","533.00","535.50","530.00","5.33K","-1.12%"
"Jul 09, 1996","537.00","539.00","539.00","530.00","5.44K","0.00%"
"Jul 08, 1996","537.00","525.00","546.50","525.00","4.25K","1.13%"
"Jul 05, 1996","531.00","522.00","538.50","521.00","3.94K","0.28%"
"Jul 03, 1996","529.50","519.00","532.00","516.00","4.80K","2.12%"
"Jul 02, 1996","518.50","539.50","539.50","518.00","7.95K","-3.71%"
"Jul 01, 1996","538.50","516.00","541.00","515.50","14.91K","4.31%"
"Jun 28, 1996","516.25","481.25","518.50","479.00","21.68K","7.22%"
"Jun 27, 1996","481.50","476.50","485.00","474.00","36.69K","0.89%"
"Jun 26, 1996","477.25","470.75","480.00","470.00","31.68K","1.43%"
"Jun 25, 1996","470.50","463.00","471.00","462.00","25.37K","0.91%"
"Jun 24, 1996","466.25","469.75","469.75","458.00","32.50K","-0.80%"
"Jun 21, 1996","470.00","474.00","475.00","469.50","24.71K","-0.84%"
"Jun 20, 1996","474.00","474.00","474.50","467.00","19.56K","0.11%"
"Jun 19, 1996","473.50","475.50","478.50","469.50","17.33K","0.42%"
"Jun 18, 1996","471.50","459.00","471.50","459.00","15.42K","2.61%"
"Jun 17, 1996","459.50","461.00","471.50","456.00","19.71K","-1.13%"
"Jun 14, 1996","464.75","476.75","476.75","464.75","22.88K","-2.52%"
"Jun 13, 1996","476.75","477.50","480.00","474.50","19.61K","-0.16%"
"Jun 12, 1996","477.50","468.50","479.00","465.00","22.34K","1.38%"
"Jun 11, 1996","471.00","483.00","489.00","464.00","33.51K","0.00%"
"Jun 10, 1996","471.00","469.50","471.00","469.50","9.95K","2.61%"
"Jun 07, 1996","459.00","451.00","459.00","451.00","16.84K","2.68%"
"Jun 06, 1996","447.00","435.00","447.00","434.00","20.37K","2.76%"
"Jun 05, 1996","435.00","447.00","449.00","429.25","49.52K","-2.74%"
"Jun 04, 1996","447.25","461.00","465.25","447.25","45.12K","-3.87%"
"Jun 03, 1996","465.25","477.25","479.00","465.25","17.74K","-2.51%"
"May 31, 1996","477.25","473.00","479.00","467.00","31.28K","0.95%"
"May 30, 1996","472.75","463.75","473.50","460.50","39.84K","1.34%"
"May 29, 1996","466.50","478.50","478.50","466.50","24.97K","-2.51%"
"May 28, 1996","478.50","491.00","498.50","476.75","32.35K","-2.10%"
"May 24, 1996","488.75","493.00","494.00","487.00","19.33K","-0.91%"
"May 23, 1996","493.25","488.00","494.00","483.00","30.33K","1.39%"
"May 22, 1996","486.50","501.00","502.00","484.00","55.03K","-7.24%"
"May 21, 1996","524.50","531.75","536.00","520.00","3.44K","-0.85%"
"May 20, 1996","529.00","526.25","530.00","505.00","0.86K","0.05%"
"May 17, 1996","528.75","520.00","532.00","520.00","0.50K","2.22%"
"May 16, 1996","517.25","504.00","518.50","501.00","1.01K","3.35%"
"May 15, 1996","500.50","505.00","512.75","496.50","2.70K","-0.89%"
"May 14, 1996","505.00","509.00","509.00","495.50","3.73K","-1.94%"
"May 13, 1996","515.00","518.00","518.00","508.00","1.94K","1.78%"
"May 10, 1996","506.00","507.25","509.00","502.00","1.31K","-0.39%"
"May 09, 1996","508.00","502.75","510.50","498.50","2.36K","1.45%"
"May 08, 1996","500.75","486.75","502.50","486.75","2.32K","3.19%"
"May 07, 1996","485.25","475.00","485.50","472.00","3.00K","2.70%"
"May 06, 1996","472.50","468.00","479.50","462.50","2.61K","0.32%"
"May 03, 1996","471.00","472.00","480.50","468.00","5.16K","-1.21%"
"May 02, 1996","476.75","490.00","507.00","475.00","7.45K","-2.31%"
"May 01, 1996","488.00","466.00","489.00","464.00","8.42K","5.51%"
"Apr 30, 1996","462.50","470.00","485.75","460.00","14.09K","-2.37%"
"Apr 29, 1996","473.75","507.00","507.00","473.00","38.10K","-6.65%"
"Apr 26, 1996","507.50","499.75","509.00","495.00","34.41K","1.70%"
"Apr 25, 1996","499.00","487.00","499.00","486.25","16.74K","2.46%"
"Apr 24, 1996","487.00","479.00","488.00","471.00","20.31K","1.78%"
"Apr 23, 1996","478.50","473.00","479.00","469.50","29.48K","1.81%"
"Apr 22, 1996","470.00","460.25","470.00","457.00","22.16K","2.62%"
"Apr 19, 1996","458.00","463.00","466.00","457.00","35.38K","-0.54%"
"Apr 18, 1996","460.50","448.50","460.50","448.50","33.80K","2.68%"
"Apr 17, 1996","448.50","442.50","450.00","436.00","31.99K","0.90%"
"Apr 16, 1996","444.50","452.50","457.00","443.50","35.82K","-2.41%"
"Apr 15, 1996","455.50","451.50","459.00","446.50","27.83K","1.00%"
"Apr 12, 1996","451.00","445.00","453.00","439.00","32.97K","1.46%"
"Apr 11, 1996","444.50","444.00","455.25","439.00","41.94K","0.00%"
"Apr 10, 1996","444.50","435.00","446.50","435.00","35.91K","2.18%"
"Apr 09, 1996","435.00","435.00","438.50","430.75","39.47K","-0.17%"
"Apr 08, 1996","435.75","426.50","437.75","426.00","47.06K","2.17%"
"Apr 04, 1996","426.50","423.00","428.25","420.00","51.21K","0.53%"
"Apr 03, 1996","424.25","414.00","425.00","410.50","51.62K","2.41%"
"Apr 02, 1996","414.25","416.50","419.50","413.50","58.01K","-0.54%"
"Apr 01, 1996","416.50","409.00","417.50","408.00","54.88K","1.83%"
"Mar 29, 1996","409.00","399.00","410.50","399.00","62.01K","2.44%"
"Mar 28, 1996","399.25","398.50","399.75","398.00","36.31K","0.00%"
"Mar 27, 1996","399.25","396.25","400.00","395.00","34.91K","0.63%"
"Mar 26, 1996","396.75","393.00","398.50","393.00","44.17K","0.83%"
"Mar 25, 1996","393.50","390.00","394.25","389.50","36.01K","0.90%"
"Mar 22, 1996","390.00","387.50","391.00","387.50","32.95K","0.58%"
"Mar 21, 1996","387.75","387.25","388.50","384.75","22.62K","-2.21%"
"Mar 20, 1996","396.50","401.00","401.00","393.50","11.28K","-0.44%"
"Mar 19, 1996","398.25","394.00","399.00","392.75","4.15K","1.21%"
"Mar 18, 1996","393.50","391.00","394.00","386.00","2.83K","0.58%"
"Mar 15, 1996","391.25","398.00","398.00","390.50","2.26K","-1.63%"
"Mar 14, 1996","397.75","396.00","402.00","396.00","5.53K","0.70%"
"Mar 13, 1996","395.00","391.00","395.00","391.00","3.61K","1.02%"
"Mar 12, 1996","391.00","393.50","394.00","389.25","3.17K","-0.70%"
"Mar 11, 1996","393.75","390.75","394.00","389.00","3.45K","0.45%"
"Mar 08, 1996","392.00","391.50","393.25","389.00","3.38K","0.32%"
"Mar 07, 1996","390.75","387.00","391.00","386.00","4.94K","2.02%"
"Mar 06, 1996","383.00","385.00","387.25","381.00","5.67K","-0.07%"
"Mar 05, 1996","383.25","389.00","389.00","381.50","11.27K","-1.54%"
"Mar 04, 1996","389.25","392.00","392.50","385.25","10.70K","-1.02%"
"Mar 01, 1996","393.25","395.50","395.50","391.00","13.48K","-0.44%"
"Feb 29, 1996","395.00","392.00","395.50","389.50","31.46K","0.83%"
"Feb 28, 1996","391.75","388.00","392.25","385.50","37.56K","0.97%"
"Feb 27, 1996","388.00","385.75","391.00","384.50","52.19K","0.78%"
"Feb 26, 1996","385.00","380.25","385.50","380.25","27.72K","1.18%"
"Feb 23, 1996","380.50","377.50","381.25","377.50","26.08K","1.47%"
"Feb 22, 1996","375.00","374.50","377.00","372.50","35.99K","-0.60%"
"Feb 21, 1996","377.25","379.50","380.75","376.75","34.61K","-0.66%"
"Feb 20, 1996","379.75","379.50","380.50","375.75","34.71K","-0.07%"
"Feb 16, 1996","380.00","377.50","382.25","377.50","34.39K","0.46%"
"Feb 15, 1996","378.25","377.25","379.75","376.75","28.62K","-0.07%"
"Feb 14, 1996","378.50","373.00","381.25","373.00","61.96K","1.88%"
"Feb 13, 1996","371.50","365.75","372.00","365.00","45.88K","1.78%"
"Feb 12, 1996","365.00","363.25","366.00","363.25","25.38K","0.55%"
"Feb 09, 1996","363.00","361.00","364.00","360.50","32.64K","1.04%"
"Feb 08, 1996","359.25","360.00","362.00","358.50","37.72K","-0.48%"
"Feb 07, 1996","361.00","363.00","365.00","360.25","35.48K","-0.69%"
"Feb 06, 1996","363.50","360.50","363.75","359.25","29.33K","0.55%"
"Feb 05, 1996","361.50","365.00","365.00","361.00","37.18K","-1.43%"
"Feb 02, 1996","366.75","366.25","369.00","364.25","31.61K","0.07%"
"Feb 01, 1996","366.50","367.50","370.25","365.50","35.54K","-0.68%"
"Jan 31, 1996","369.00","367.25","369.50","365.25","47.12K","0.34%"
"Jan 30, 1996","367.75","364.00","368.00","362.00","50.09K","1.10%"
"Jan 29, 1996","363.75","360.00","364.75","358.75","41.60K","1.75%"
"Jan 26, 1996","357.50","356.00","358.25","354.00","32.62K","0.35%"
"Jan 25, 1996","356.25","358.75","360.50","355.50","33.42K","-0.70%"
"Jan 24, 1996","358.75","361.00","361.75","358.25","36.94K","-0.55%"
"Jan 23, 1996","360.75","357.00","361.00","354.00","56.52K","0.84%"
"Jan 22, 1996","357.75","360.75","362.00","355.75","43.69K","-0.83%"
"Jan 19, 1996","360.75","358.50","361.25","357.00","40.23K","1.62%"
"Jan 18, 1996","355.00","353.00","355.25","352.50","40.79K","1.07%"
"Jan 17, 1996","351.25","355.00","356.25","347.50","82.54K","-0.78%"
"Jan 16, 1996","354.00","368.50","368.50","353.50","98.03K","-3.01%"
"Jan 15, 1996","365.00","362.00","365.25","361.50","36.84K","0.62%"
"Jan 12, 1996","362.75","357.75","363.00","357.75","39.99K","1.47%"
"Jan 11, 1996","357.50","362.25","362.25","356.00","66.06K","-1.31%"
"Jan 10, 1996","362.25","367.50","367.50","362.00","44.01K","-1.23%"
"Jan 09, 1996","366.75","359.00","367.00","359.00","52.72K","1.73%"
"Jan 08, 1996","360.50","364.50","364.50","360.00","59.54K","-1.64%"
"Jan 05, 1996","366.50","366.75","369.00","365.50","49.14K","-0.68%"
"Jan 04, 1996","369.00","373.50","373.75","365.00","78.44K","-1.34%"
"Jan 03, 1996","374.00","373.00","374.50","370.25","51.81K","0.20%"
"Jan 02, 1996","373.25","371.00","375.25","370.25","51.70K","1.08%"
"Dec 29, 1995","369.25","369.00","370.50","367.50","47.81K","1.51%"
"Dec 28, 1995","363.75","360.25","364.00","360.25","33.48K","0.83%"
"Dec 27, 1995","360.75","362.00","362.50","359.50","46.03K","-0.62%"
"Dec 26, 1995","363.00","356.50","363.50","356.50","40.67K","1.33%"
"Dec 22, 1995","358.25","352.25","358.75","352.25","34.97K","1.63%"
"Dec 21, 1995","352.50","350.00","353.00","350.00","39.24K","-0.56%"
"Dec 20, 1995","354.50","355.50","356.25","353.75","44.13K","3.28%"
"Dec 19, 1995","343.25","343.25","344.50","339.75","20.91K","0.29%"
"Dec 18, 1995","342.25","339.25","342.50","339.25","4.73K","1.56%"
"Dec 15, 1995","337.00","336.50","337.25","335.75","3.77K","-0.44%"
"Dec 14, 1995","338.50","340.00","340.50","337.75","6.28K","-0.37%"
"Dec 13, 1995","339.75","339.00","340.50","338.50","3.39K","0.59%"
"Dec 12, 1995","337.75","339.25","339.75","337.50","8.96K","-0.52%"
"Dec 11, 1995","339.50","339.00","341.25","339.00","6.95K","0.82%"
"Dec 08, 1995","336.75","332.75","337.50","332.50","6.44K","1.13%"
"Dec 07, 1995","333.00","335.25","336.75","332.50","7.67K","-0.52%"
"Dec 06, 1995","334.75","334.75","335.50","332.75","5.67K","0.15%"
"Dec 05, 1995","334.25","328.75","334.50","328.00","12.81K","1.44%"
"Dec 04, 1995","329.50","332.00","332.50","329.25","10.28K","-0.53%"
"Dec 01, 1995","331.25","331.00","333.00","330.25","13.07K","0.15%"
"Nov 30, 1995","330.75","329.00","331.75","328.75","24.06K","0.61%"
"Nov 29, 1995","328.75","324.75","329.50","324.50","44.21K","1.23%"
"Nov 28, 1995","324.75","324.00","326.00","323.25","35.44K","0.00%"
"Nov 27, 1995","324.75","328.00","329.00","324.50","33.21K","-0.99%"
"Nov 24, 1995","328.00","326.25","328.25","326.25","10.69K","0.85%"
"Nov 22, 1995","325.25","323.50","325.50","323.25","15.63K","0.54%"
"Nov 21, 1995","323.50","325.50","326.25","323.25","20.58K","-0.92%"
"Nov 20, 1995","326.50","327.75","328.75","325.75","22.47K","-0.46%"
"Nov 17, 1995","328.00","324.00","328.50","324.00","25.58K","1.47%"
"Nov 16, 1995","323.25","321.25","323.50","319.50","25.61K","0.78%"
"Nov 15, 1995","320.75","322.50","323.75","320.25","19.49K","-0.31%"
"Nov 14, 1995","321.75","323.50","323.50","319.50","47.64K","-1.08%"
"Nov 13, 1995","325.25","328.50","329.75","324.75","25.91K","-0.76%"
"Nov 10, 1995","327.75","325.00","329.50","324.00","41.14K","0.15%"
"Nov 09, 1995","327.25","336.00","337.00","326.50","44.45K","-1.13%"
"Nov 08, 1995","331.00","331.00","331.25","329.50","37.76K","-0.23%"
"Nov 07, 1995","331.75","334.50","335.00","330.50","39.57K","-0.60%"
"Nov 06, 1995","333.75","330.75","334.00","330.25","27.24K","0.53%"
"Nov 03, 1995","332.00","335.50","335.75","331.25","46.88K","-1.41%"
"Nov 02, 1995","336.75","338.25","339.00","336.25","38.97K","0.07%"
"Nov 01, 1995","336.50","333.00","336.75","332.50","46.30K","1.20%"
"Oct 31, 1995","332.50","330.50","333.00","330.25","41.16K","1.06%"
"Oct 30, 1995","329.00","327.75","329.50","327.00","32.98K","0.15%"
"Oct 27, 1995","328.50","328.75","329.50","327.75","29.86K","-0.30%"
"Oct 26, 1995","329.50","330.00","332.25","329.25","39.49K","0.30%"
"Oct 25, 1995","328.50","328.75","330.00","326.50","55.17K","-0.30%"
"Oct 24, 1995","329.50","330.00","331.50","328.25","37.93K","-0.15%"
"Oct 23, 1995","330.00","334.00","334.00","329.75","42.03K","-0.83%"
"Oct 20, 1995","332.75","332.25","333.50","330.25","41.04K","0.23%"
"Oct 19, 1995","332.00","328.50","332.50","327.50","59.49K","1.92%"
"Oct 18, 1995","325.75","324.00","326.00","322.75","44.94K","0.23%"
"Oct 17, 1995","325.00","327.75","330.75","324.50","68.42K","-0.84%"
"Oct 16, 1995","327.75","328.00","329.75","326.00","49.90K","0.77%"
"Oct 13, 1995","325.25","320.25","326.00","320.25","38.19K","1.40%"
"Oct 12, 1995","320.75","321.50","324.25","320.25","42.10K","-0.62%"
"Oct 11, 1995","322.75","325.00","326.50","322.00","56.74K","1.57%"
"Oct 10, 1995","317.75","313.75","318.00","313.75","43.69K","1.44%"
"Oct 09, 1995","313.25","309.50","313.50","309.50","30.61K","0.80%"
"Oct 06, 1995","310.75","310.50","311.75","310.00","29.90K","0.32%"
"Oct 05, 1995","309.75","309.00","310.00","306.50","42.48K","0.16%"
"Oct 04, 1995","309.25","310.50","310.75","308.25","31.32K","-0.40%"
"Oct 03, 1995","310.50","310.50","311.50","309.25","26.97K","-0.56%"
"Oct 02, 1995","312.25","311.25","315.25","310.00","47.44K","0.16%"
"Sep 29, 1995","311.75","312.00","313.00","310.25","31.26K","0.81%"
"Sep 28, 1995","309.25","308.00","309.50","307.50","25.01K","0.57%"
"Sep 27, 1995","307.50","305.50","307.75","304.25","36.89K","0.41%"
"Sep 26, 1995","306.25","306.25","308.00","305.25","27.77K","-0.08%"
"Sep 25, 1995","306.50","312.50","312.50","304.00","55.50K","-1.13%"
"Sep 22, 1995","310.00","309.00","310.75","305.50","53.72K","-0.32%"
"Sep 21, 1995","311.00","311.25","314.25","310.75","47.74K","4.98%"
"Sep 20, 1995","296.25","300.00","300.00","296.00","3.56K","-1.41%"
"Sep 19, 1995","300.50","302.50","304.00","297.50","1.26K","-1.39%"
"Sep 18, 1995","304.75","302.00","305.00","298.50","1.04K","3.57%"
"Sep 15, 1995","294.25","296.00","297.50","292.00","0.69K","0.51%"
"Sep 14, 1995","292.75","289.75","293.00","289.75","0.71K","0.60%"
"Sep 13, 1995","291.00","292.75","295.00","290.50","1.72K","-0.34%"
"Sep 12, 1995","292.00","293.50","294.50","290.25","2.90K","0.60%"
"Sep 11, 1995","290.25","290.50","290.50","287.75","1.82K","-0.26%"
"Sep 08, 1995","291.00","289.50","292.00","289.50","1.38K","0.43%"
"Sep 07, 1995","289.75","290.00","290.00","285.50","4.82K","0.09%"
"Sep 06, 1995","289.50","292.50","292.75","289.00","7.23K","-1.28%"
"Sep 05, 1995","293.25","295.50","296.50","292.75","9.19K","-0.93%"
"Sep 01, 1995","296.00","295.75","296.25","294.25","6.85K","0.17%"
"Aug 31, 1995","295.50","293.50","296.00","293.50","11.55K","1.29%"
"Aug 30, 1995","291.75","289.50","292.50","289.50","20.44K","0.52%"
"Aug 29, 1995","290.25","291.00","292.50","290.00","24.88K","-0.51%"
"Aug 28, 1995","291.75","290.00","292.75","290.00","12.43K","1.04%"
"Aug 25, 1995","288.75","286.50","289.00","285.50","13.26K","0.87%"
"Aug 24, 1995","286.25","284.50","287.00","284.50","11.30K","0.62%"
"Aug 23, 1995","284.50","284.75","285.50","284.00","10.23K","-0.52%"
"Aug 22, 1995","286.00","285.50","286.75","285.00","10.21K","0.00%"
"Aug 21, 1995","286.00","284.00","286.25","283.25","11.81K","1.51%"
"Aug 18, 1995","281.75","283.25","284.25","281.25","13.59K","0.00%"
"Aug 17, 1995","281.75","281.00","282.50","280.50","12.25K","0.18%"
"Aug 16, 1995","281.25","283.00","284.50","281.00","12.48K","0.09%"
"Aug 15, 1995","281.00","279.50","281.00","278.50","11.52K","-0.09%"
"Aug 14, 1995","281.25","280.00","283.25","280.00","12.15K","0.90%"
"Aug 11, 1995","278.75","270.00","280.00","268.25","19.14K","0.54%"
"Aug 10, 1995","277.25","278.00","279.25","277.00","13.84K","-0.36%"
"Aug 09, 1995","278.25","278.25","279.00","277.25","12.33K","0.00%"
"Aug 08, 1995","278.25","275.50","279.00","275.00","11.69K","1.83%"
"Aug 07, 1995","273.25","273.50","275.50","271.25","15.05K","-1.09%"
"Aug 04, 1995","276.25","279.00","279.25","276.00","12.93K","-0.99%"
"Aug 03, 1995","279.00","276.25","279.75","276.25","13.50K","0.00%"
"Aug 02, 1995","279.00","282.00","282.00","277.25","19.14K","-1.24%"
"Aug 01, 1995","282.50","283.00","283.00","281.00","14.86K","0.27%"
"Jul 31, 1995","281.75","284.50","284.50","277.00","27.16K","-2.51%"
"Jul 28, 1995","289.00","289.00","290.50","286.50","15.55K","-0.52%"
"Jul 27, 1995","290.50","294.50","294.50","289.75","15.54K","-1.36%"
"Jul 26, 1995","294.50","295.00","295.00","292.50","15.36K","-0.51%"
"Jul 25, 1995","296.00","297.00","297.75","294.75","19.32K","1.02%"
"Jul 24, 1995","293.00","290.50","293.50","289.00","15.50K","-0.17%"
"Jul 21, 1995","293.50","291.50","294.25","291.50","13.96K","0.00%"
"Jul 20, 1995","293.50","296.50","297.50","292.00","5.16K","-1.01%"
"Jul 19, 1995","296.50","292.00","297.00","291.50","1.78K","0.34%"
"Jul 18, 1995","295.50","294.50","296.50","293.50","1.12K","0.34%"
"Jul 17, 1995","294.50","293.00","300.00","293.00","1.83K","2.61%"
"Jul 14, 1995","287.00","284.00","288.50","284.00","2.01K","0.88%"
"Jul 13, 1995","284.50","286.00","286.75","284.00","1.24K","-0.09%"
"Jul 12, 1995","284.75","287.00","287.50","284.50","2.92K","1.70%"
"Jul 11, 1995","280.00","276.75","280.50","275.50","2.68K","0.99%"
"Jul 10, 1995","277.25","277.00","279.50","275.50","1.76K","0.00%"
"Jul 07, 1995","277.25","276.25","277.50","275.25","2.67K","0.09%"
"Jul 06, 1995","277.00","279.00","282.00","276.25","4.98K","0.09%"
"Jul 05, 1995","276.75","272.75","277.00","272.00","9.15K","0.45%"
"Jul 03, 1995","275.50","273.50","277.25","273.50","9.25K","1.29%"
"Jun 30, 1995","272.00","273.00","275.00","271.50","24.71K","1.40%"
"Jun 29, 1995","268.25","270.00","271.00","267.50","24.13K","-0.65%"
"Jun 28, 1995","270.00","266.00","270.25","265.50","24.01K","2.47%"
"Jun 27, 1995","263.50","267.25","267.25","260.00","29.39K","-1.40%"
"Jun 26, 1995","267.25","274.00","274.00","267.00","29.45K","-4.21%"
"Jun 23, 1995","279.00","279.00","280.50","277.50","18.81K","-0.09%"
"Jun 22, 1995","279.25","281.50","281.75","278.50","24.75K","-0.98%"
"Jun 21, 1995","282.00","278.50","282.50","278.25","-","0.45%"
"Jun 20, 1995","280.75","281.75","283.25","280.25","27.85K","-1.06%"
"Jun 19, 1995","283.75","282.50","285.00","280.50","20.64K","2.34%"
"Jun 16, 1995","277.25","276.50","278.00","275.25","19.63K","-0.27%"
"Jun 15, 1995","278.00","276.50","280.75","276.00","27.19K","0.63%"
"Jun 14, 1995","276.25","271.25","276.75","271.25","23.95K","1.84%"
"Jun 13, 1995","271.25","267.50","271.50","267.25","23.79K","1.02%"
"Jun 12, 1995","268.50","270.75","271.75","267.75","20.10K","-0.37%"
"Jun 09, 1995","269.50","270.75","271.00","268.50","15.96K","-0.55%"
"Jun 08, 1995","271.00","267.75","271.50","265.75","21.78K","2.07%"
"Jun 07, 1995","265.50","267.50","267.50","264.50","28.06K","-0.75%"
"Jun 06, 1995","267.50","270.00","270.75","266.50","22.99K","-0.47%"
"Jun 05, 1995","268.75","271.00","271.00","268.50","19.26K","-1.29%"
"Jun 02, 1995","272.25","273.50","273.50","269.75","20.17K","1.11%"
"Jun 01, 1995","269.25","268.00","269.75","268.00","19.14K","1.22%"
"May 31, 1995","266.00","266.50","266.75","265.00","19.31K","-0.28%"
"May 30, 1995","266.75","266.50","268.00","265.00","23.32K","-1.57%"
"May 26, 1995","271.00","267.75","271.25","266.75","23.08K","1.50%"
"May 25, 1995","267.00","266.75","267.25","265.00","16.70K","-0.09%"
"May 24, 1995","267.25","267.75","269.50","265.75","22.89K","-0.28%"
"May 23, 1995","268.00","265.00","269.75","265.00","27.25K","2.19%"
"May 22, 1995","262.25","259.50","264.00","259.50","22.79K","3.96%"
"May 19, 1995","252.25","256.00","256.00","252.00","2.71K","-1.27%"
"May 18, 1995","255.50","254.00","256.00","253.50","0.77K","0.89%"
"May 17, 1995","253.25","252.75","255.00","252.50","0.93K","0.80%"
"May 16, 1995","251.25","250.00","251.25","248.50","1.02K","0.50%"
"May 15, 1995","250.00","251.00","251.25","248.00","2.84K","-0.89%"
"May 12, 1995","252.25","251.75","252.25","251.00","1.18K","0.00%"
"May 11, 1995","252.25","252.00","252.75","250.75","3.28K","0.00%"
"May 10, 1995","252.25","253.00","253.00","250.50","2.45K","0.00%"
"May 09, 1995","252.25","253.00","253.75","250.00","2.72K","0.00%"
"May 08, 1995","252.25","251.50","253.50","251.25","3.39K","1.00%"
"May 05, 1995","249.75","251.00","251.00","249.00","3.53K","-0.89%"
"May 04, 1995","252.00","251.75","252.75","251.75","4.35K","0.40%"
"May 03, 1995","251.00","251.75","252.00","250.50","4.78K","-0.69%"
"May 02, 1995","252.75","253.00","253.50","251.25","8.56K","0.50%"
"May 01, 1995","251.50","250.00","251.75","249.75","8.58K","1.00%"
"Apr 28, 1995","249.00","248.75","250.00","248.25","12.52K","0.10%"
"Apr 27, 1995","248.75","249.00","250.25","248.50","28.82K","-0.20%"
"Apr 26, 1995","249.25","248.50","249.50","248.25","19.01K","0.30%"
"Apr 25, 1995","248.50","247.00","249.75","247.00","25.10K","0.61%"
"Apr 24, 1995","247.00","246.50","247.25","245.75","15.24K","0.10%"
"Apr 21, 1995","246.75","246.50","247.25","245.50","9.70K","0.30%"
"Apr 20, 1995","246.00","244.50","246.25","244.50","13.40K","0.72%"
"Apr 19, 1995","244.25","244.25","245.00","243.50","17.11K","0.21%"
"Apr 18, 1995","243.75","244.50","244.75","243.00","20.47K","-0.51%"
"Apr 17, 1995","245.00","246.25","247.00","244.50","18.66K","-0.71%"
"Apr 13, 1995","246.75","249.75","250.00","242.00","39.04K","-1.40%"
"Apr 12, 1995","250.25","250.75","251.25","250.00","11.30K","-0.69%"
"Apr 11, 1995","252.00","251.25","252.50","250.50","18.52K","0.20%"
"Apr 10, 1995","251.50","250.00","252.00","248.75","16.12K","0.60%"
"Apr 07, 1995","250.00","250.50","251.25","249.50","18.56K","0.10%"
"Apr 06, 1995","249.75","250.00","250.25","249.25","18.69K","-0.40%"
"Apr 05, 1995","250.75","251.50","251.50","250.25","14.53K","-0.50%"
"Apr 04, 1995","252.00","252.75","252.75","251.50","18.11K","-0.49%"
"Apr 03, 1995","253.25","250.00","254.00","249.75","23.89K","1.30%"
"Mar 31, 1995","250.00","251.75","252.25","249.75","19.89K","0.40%"
"Mar 30, 1995","249.00","247.75","249.50","247.00","17.26K","0.10%"
"Mar 29, 1995","248.75","249.50","250.00","246.25","23.87K","-0.20%"
"Mar 28, 1995","249.25","247.75","250.00","247.25","18.26K","0.40%"
"Mar 27, 1995","248.25","246.00","248.75","245.75","12.58K","0.61%"
"Mar 24, 1995","246.75","248.00","249.00","246.50","15.12K","-0.20%"
"Mar 23, 1995","247.25","246.25","247.75","246.25","15.37K","2.49%"
"Mar 22, 1995","241.25","240.00","241.50","239.75","5.98K","0.31%"
"Mar 21, 1995","240.50","239.75","241.00","239.50","1.27K","0.31%"
"Mar 20, 1995","239.75","240.25","241.00","239.50","1.37K","-0.42%"
"Mar 17, 1995","240.75","240.00","241.50","239.75","3.02K","-0.10%"
"Mar 16, 1995","241.00","241.50","242.75","240.50","1.85K","-0.52%"
"Mar 15, 1995","242.25","241.50","242.50","240.50","2.14K","0.52%"
"Mar 14, 1995","241.00","241.00","241.50","240.00","1.39K","0.00%"
"Mar 13, 1995","241.00","239.00","241.25","239.00","3.11K","0.94%"
"Mar 10, 1995","238.75","238.25","239.25","237.75","1.76K","0.42%"
"Mar 09, 1995","237.75","237.50","238.25","237.25","1.76K","0.00%"
"Mar 08, 1995","237.75","238.00","238.25","236.50","2.48K","-0.11%"
"Mar 07, 1995","238.00","236.75","239.00","236.25","5.46K","0.53%"
"Mar 06, 1995","236.75","233.50","239.00","233.25","6.55K","1.39%"
"Mar 03, 1995","233.50","234.75","234.75","233.00","8.00K","-0.53%"
"Mar 02, 1995","234.75","235.50","235.50","234.50","9.01K","-0.21%"
"Mar 01, 1995","235.25","234.25","235.50","233.75","11.27K","0.43%"
"Feb 28, 1995","234.25","233.25","234.50","233.25","18.78K","0.43%"
"Feb 27, 1995","233.25","233.00","233.50","232.75","40.48K","0.00%"
"Feb 24, 1995","233.25","233.25","233.75","232.75","26.43K","-0.11%"
"Feb 23, 1995","233.50","232.75","233.75","232.25","21.19K","0.43%"
"Feb 22, 1995","232.50","232.50","233.00","232.00","22.33K","0.11%"
"Feb 21, 1995","232.25","232.25","232.50","231.25","21.11K","-0.21%"
